"discovery_date","facility_name","closest_street_address","city","county","latitude","longitude","estimate_or_actual","volume_gallons","treated_state_of_discharge","explained_if_other","ending_date_time","expected_ending_date_time","duration_hours_minutes","corrective_actions","receiving_water_body","reason_for_discharge","other_explanation"
"2014/01/03 02:30 PM","(V) Endicott WWTP","7 Adams St.","Endicott","Broome","42.105094","-76.042136","Estimate","40","Untreated","","01/03/2014 02:50 PM","","Less than 1 hour","The Main is being flushed with a Vactor Truck and ","Susquehanna River","Blockage; ","Grease and/or rags; "
"2014/01/03 08:00 AM","West Seneca Engineering Department","Mineral Springs Rd. (under thruway overpass)","West Seneca","Erie","42.9040876","-78.7802478","Unknown","","Untreated","","01/03/2014 09:00 PM","","13:00","Pump into and then pump back out of 36"" Erie Count","Buffalo Creek","Blockage; Other; ","water main break; "
"2014/01/04 07:00 AM","West Seneca Engineering Department","Mineral Springs Rd. (under thruway overpass)","West Seneca","Erie","42.9040876","-78.7802478","Unknown","","Untreated","","01/04/2014 09:30 PM","","14:30","Pump into and then pump back out of 36"" Erie Count","Buffalo Creek","Blockage; Other; ","water main break; "
"2014/01/05 04:04 AM","Clayton Waste Water faclity","100 Gardner Street"," Clayton ,NY 13624","Jefferson","44.241224","-76.08062199999999","Actual","104200","Untreated","","01/05/2014 11:49 AM","","7:45","Pump Station was running at maximum capacity, infl","St. Lawrence River","Weather Conditions; ","Overflow due to rain event and ice melt; "
"2014/01/05 07:00 AM","West Seneca Engineering Department","Mineral Springs @ I-90","West Seneca","Erie","42.8592844","-78.8100475","Unknown","","Untreated","","01/05/2014 10:00 PM","","15:00","Pump into and then pump back out of 36"" Erie Count","Buffalo Creek","Blockage; Other; ","water main break; "
"2014/01/06 02:00 AM","Town of Cheektowaga","48 Roycroft Boulevard","Cheektowaga","Erie","42.93822369999999","-78.7798713","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/01/06 03:35 AM","ECSD No. 3 - Electric Avenue PS","Electric Avenue PS (South of Rt. 179; West of Electric Ave)","Hamburg","Erie","42.7462445","-78.8306748","Unknown","","Untreated","","","Expected ending date of discharge not reported","","na   Note this is a correction as discharge occurr","Rush creek","Weather Conditions; ","rain and snow melt; "
"2014/01/06 03:55 AM","Town of Grand Island Wastewater Treatment Plant","1487 East River Rd","Grand Island","Erie","42.9991883","-78.9406096","Unknown","","Untreated","","","01/07/2014 03:55 AM","24:00","Institute I/I engineering study to eliminate SSO","Niagara River","Insufficient System Capacity; Weather Conditions; ","Rain and snow melt; "
"2014/01/06 04:00 AM","Town of Grand Island Wastewater Treatment Plant","681 East River Rd","Grand Island","Erie","42.98036889999999","-78.95170569999999","Unknown","","Untreated","","","01/07/2014 04:00 AM","24:00","Institute I/I engineering study to eliminate SSO","Niagara River","Insufficient System Capacity; Weather Conditions; ","heavy rain and snow melt; "
"2014/01/06 04:20 AM","Town of Cheektowaga","Allendale Road at Southgate Road","Cheektowaga","Erie","42.941004","-78.7976149","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek/Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/01/06 04:30 AM","Town of Cheektowaga","Winston Avenue near Beach Road","Cheektowaga","Erie","42.9373069","-78.7618212","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/01/06 04:35 AM","Town of Cheektowaga","Burke Drive at Century Road","Cheektowaga","Erie","42.9459409","-78.7968247","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek/Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/01/06 04:38 AM","Town of Cheektowaga","Kensington Avenue and Century Road","Cheektowaga","Erie","42.9450628","-78.7961729","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek/Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/01/06 04:45 AM","Town of Cheektowaga","Eggert Road near Cedar Road","Cheektowaga","Erie","42.936948","-78.798901","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek/Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/01/06 04:50 AM","Town of Cheektowaga","171 Central Blvd","Cheektowaga","Erie","42.917402","-78.775273","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continuously monitor flows during wet weather bypa","Scajaquada Creek","Weather Conditions; ","Heavy Rain; "
"2014/01/06 05:05 AM","Town of Cheektowaga","Vern Lane and Joanne Drive","Cheektowaga","Erie","42.8876319","-78.7643856","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Cayuga Creek/Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/01/06 05:30 AM","West Seneca Engineering Department","3331 Seneca Street ( West Seneca West HS)","West Seneca","Erie","42.8320821","-78.77510839999999","Unknown","","Untreated","","01/06/2014 03:30 PM","","10:00","we do not contain but screen","Cazenovia Creek","Weather Conditions; ",""
"2014/01/06 08:00 AM","West Seneca Engineering Department","Mineral Springs @ I-90","West Seneca","Erie","42.8592844","-78.8100475","Unknown","","Untreated","","01/06/2014 07:00 PM","","11:00","Pump into and then pump back out of 36"" Erie Count","Buffalo Creek","Blockage; Other; ","water main break; "
"2014/01/06 09:00 AM","Village of Maybrook Wastewater Treatment Plant","976 homestead Ave","Maybrook","Orange","41.5031703","-74.2064833","Estimate","1140000","Partially Treated Without Disinfection","","01/08/2014 11:00 AM","","50:00","Checked the check valves (they held fine) Simply t","Otter Kill Tributary ","Insufficient System Capacity; Weather Conditions; ","too much rain water; "
"2014/01/06 12:26 AM","Town of Cheektowaga","2375 Clinton St","West Seneca","Erie","42.870343","-78.78859","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continuously monitor flows during wet weather bypa","Buffalo River","Weather Conditions; ","Heavy Rain; "
"2014/01/06 12:41 AM","Town of Tonawanda Wastewater Facility","Ellicott Creek At Woodstock Ave.","Tonawanda","Erie","43.0154467","-78.8349899","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Not Applicable","Ellicott Creek","Weather Conditions; ","Rainfall; "
"2014/01/06 12:41 AM","Town of Tonawanda Wastewater Facility","Ellicott Creek At Greenfield","Tonawanda","Erie","43.0117147","-78.84935999999999","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Not Applicable","Ellicott Creek","Weather Conditions; ","Rainfall; "
"2014/01/07 01:30 PM","Niagara Falls Water Board","West Rivershore Bypass station","Niagara Falls","Niagara","43.0962143","-79.0377388","Unknown","","Untreated","","","01/08/2014 01:00 PM","23:30","Improved wet weather flow management","Little Niagara River","Other; ","Ice Jam; "
"2014/01/07 01:30 PM","Niagara Falls Water Board","81st & Frontier Lift Station","Niagara Falls","Niagara","43.0962143","-79.0377388","Unknown","","Untreated",""," : PM","01/08/2014 01:00 PM","23:30","improve wet weather flow management","Niagara River","Weather Conditions; ","Rain; "
"2014/01/07 10:30 AM","NYCDEP","116th Street and FDR Drive","Manhattan","New York","40.794106","-73.9317363","Unknown","","Untreated","","01/07/2014 01:30 PM","","3:00","Regulator WI-NO.27 in the Wards Island drainage ar","East River","Blockage; ","Regulator Blockage; "
"2014/01/08 01:45 PM","City of Tonawanda","Fletcher Street over Two Mile Creek","City of Tonawanda","Erie","43.0203347","-78.880315","Actual","15408","Untreated","","12/20/2013 : ","","","gravity overflow location.  ended after wet weathe","Two Mile Creek","Weather Conditions; ","wet weather event; "
"2014/01/08 04:00 AM","West Seneca Engineering Department","Mineral Springs @ I-90","West Seneca","Erie","42.8592844","-78.8100475","Unknown","","Untreated","","01/08/2014 12:00 PM","","8:00","Pump into and then pump back out of 36"" Erie Count","Buffalo Creek","Blockage; Other; ","water main break; "
"2014/01/08 07:00 AM","Town of Rotterdam","End of Granville Street","Rotterdam","Schenectady","42.7942087","-73.98038529999999","Unknown","","Untreated","","01/08/2014 08:00 PM","","13:00","Repaired and replaced broken sewage pipe by 8:00 P","Poentic Kill","Unknown At This Time; Weather Conditions; Other; ","frost heave; Old system; "
"2014/01/08 07:00 AM","Town of Rotterdam","East of Granville st","Rotterdam","Schenectady","42.7942087","-73.98038529999999","Unknown","","Untreated","","01/08/2014 08:00 PM","","13:00","Replaced broken pipe","","Unknown At This Time; Weather Conditions; Other; ","frost heave; old system; "
"2014/01/08 11:00 AM","Saratoga County Sewer District No. 1","Railroad Place","Stillwater","Saratoga","42.933243","-73.665773","Estimate","100","Untreated","","01/08/2014 11:45 AM","","Less than 1 hour","Pump discharge was switched to 4 inch dry force ma","","Other; ","force main break; "
"2014/01/09 08:15 AM","NYCDEP","HUTCHINSON RIVER & CONNER STREET","Unreported","Westchester","40.7127837","-74.0059413","Unknown","","Untreated","","","Expected ending date of discharge not reported","","On January 8th, 2014 the Conner St. Pumping Statio","Hutchinson River","Power Outage; ",""
"2014/01/09 09:00 AM","Rensselaer County Sewer District","112th street bridge troy ny","Troy","Rensselaer","42.7284117","-73.69178509999999","Unknown","","Untreated","","01/09/2014 09:15 AM","","Less than 1 hour","removed small amount of grit, rags, and trash","Hudson river","Blockage; ","removed small amount of grit, rags and trash; "
"2014/01/09 09:55 AM","Rensselaer Couny Sewer District #1","112th St. Bridge","Troy","Rensselaer","42.7716649","-73.681597","Unknown","","Untreated","","01/09/2014 10:15 AM","","Less than 1 hour","Removed grit, sticks, stones and trash","Hudson River","Blockage; ","grit, sticks, stones and trash; "
"2014/01/09 11:15 AM","Rensselaer County Sewer District #1","Green Island Bridge","Troy","Rensselaer","42.736017","-73.69089199999999","Unknown","","Untreated","","01/09/2014 11:35 AM","","Less than 1 hour","Removed grit,sticks, stones and rags","Hudson River","Blockage; ","grit, sticks, stones and rags; "
"2014/01/10 04:00 PM","Village of Westfield WPCF","Oak St.","Westfield","Chautauqua","42.3224932","-79.5848555","Estimate","1000","Untreated","","","01/11/2014 04:00 PM","24:00","Pump operation checked, both running at full capac","Chautauqua Creek","Insufficient System Capacity; Weather Conditions; ",""
"2014/01/11 02:15 PM","Sauquoit Creek Pumping Station","3960 ft. N, Whitesboro St. Oriskany Blvd. intersect","Whitestown","Oneida","43.1381536","-75.32955699999999","Actual","","Partially Treated Without Disinfection","","","01/14/2014 08:00 AM","65:45","Wet weather flows to the Sauquoit Creek Pumping st","Mohawk River","Weather Conditions; ","Weather exceeds capacity; "
"2014/01/11 03:10 PM","Mount Vernon Sewer District (Town of Hamburg)","Manhole 1C65D1","Hamburg","Erie","42.7158927","-78.82947679999999","Unknown","","Untreated","","","Expected ending date of discharge not reported","","N/A","Berricks Creek","Other; ","Heavy Rainfall, Snow Melt; "
"2014/01/11 03:10 PM","Mount Vernon Sewer District (Town of Hamburg)","Manhole 1C65E0","Hamburg","Erie","42.7158927","-78.82947679999999","Unknown","","Untreated","","","Expected ending date of discharge not reported","","N/A","Berricks Creek","Other; ","Heavy Rainfall, Snow Melt; "
"2014/01/11 03:25 PM","Mount Vernon Sewer District (Town of Hamburg)","4917 Clifton Parkway","Hamburg","Erie","42.75345799999999","-78.892343","Unknown","","Untreated","","","Expected ending date of discharge not reported","","N/A","Lake Erie","Other; ","Heavy Rainfall, Snow melt.; "
"2014/01/11 03:25 PM","Mount Vernon Sewer District (Town of Hamburg)","4918 Clifton Parkway","Hamburg","Erie","42.753797","-78.892892","Unknown","","Untreated","","","Expected ending date of discharge not reported","","N/A","Lake Erie","Other; ","Heavy Rainfall, Snow melt ; "
"2014/01/11 03:45 PM","town of union","984 taft ave endicott, ny 13760","town of union","Broome","42.127643","-76.03918","Unknown","","Untreated","","01/11/2014 05:15 PM","","1:30","none","patterson brixius creek","Insufficient System Capacity; Weather Conditions; ","melt off with rain; "
"2014/01/11 04:07 PM","Big Sister Creek WWTP","6413 Lakeshore Road","Derby","Erie","42.71056","-78.964928","Unknown","","Untreated","","","Expected ending date of discharge not reported","","maximize flow through treatment plant","Eighteen Mile Creek","Weather Conditions; ","heavy rainfall over melting snowpack; "
"2014/01/11 04:20 PM","Big Sister Creek WWTP","125 Wide Beach Road","Brant","Erie","42.5866725","-79.12998019999999","Unknown","","Untreated","","","Expected ending date of discharge not reported","","maximizing flow through treatment plant","Lake Erie","Weather Conditions; ","heavy rainfall over melting snowpack; "
"2014/01/11 04:23 PM","Big Sister Creek WWTP","10582 Old Lakeshore Road","Brant","Erie","42.5934997","-79.1188336","Unknown","","Untreated","","","Expected ending date of discharge not reported","","maximizing flow through treatment plant","Lake Erie","Weather Conditions; ","heavy rainfall over melting snowpack; "
"2014/01/11 04:30 PM","Mount Vernon Sewer District (Town of Hamburg)","4990 Rogers Road","Hamburg","Erie","42.751935","-78.87722099999999","Unknown","","Untreated","","","Expected ending date of discharge not reported","","N/A","Berricks Creek","Other; ","Heavy Rainfall, Snow Melt; "
"2014/01/11 04:40 PM","Oneonta wastewater","Oneonta wastewater, 11silas lane,oneonta n.y.13820 ","oneonta","Otsego","42.4528571","-75.0637746","Actual","20000","Partially Treated Without Disinfection","","01/11/2014 04:45 PM","","Less than 1 hour","Chris Pelligra was called in to clear and open the","Susquehanna","Insufficient System Capacity; Weather Conditions; ","Heavy rain; "
"2014/01/11 04:42 PM","Town of Grand Island Wastewater Treatment Plant","3300 Baseline Road","Grand Island","Erie","43.05207499999999","-78.967259","Unknown","","Untreated","","","01/12/2014 04:42 PM","24:00","institute I/I engineering study to eliminate SSO","Niagara River","Insufficient System Capacity; Weather Conditions; ","precipitation and snow melt; "
"2014/01/11 04:42 PM","Toen of Grand Island Wastewater Treatment Plant","681 East River Road","Grand Island","Erie","42.98036889999999","-78.95170569999999","Unknown","","Untreated","","","01/12/2014 04:42 PM","24:00","institute I/I engineering study to eliminate SSO","Niagara River","Insufficient System Capacity; Weather Conditions; ","precipitation and snow melt; "
"2014/01/11 04:42 PM","Town of Grand Island Wastewater Treatment Plant","115 Carl Road","Grand Island","Erie","42.99873179999999","-78.95577569999999","Unknown","","Untreated","","","01/11/2014 04:42 PM","","instigate I/I engineering study to eliminate SSO","Niagara River","Insufficient System Capacity; Weather Conditions; ","precipitation & snow melt; "
"2014/01/11 05:00 PM","Niagara Falls Water Board","81st & Frontier Lift Station","Niagara Falls","Niagara","43.0962143","-79.0377388","Unknown","","Untreated",""," : PM","01/11/2014 11:30 PM","6:30","improve wet weather flow management","Niagara River","Weather Conditions; ","Rain; "
"2014/01/11 05:00 PM","Niagara Falls Water Board","91st & Luick Lift Station","Niagara Falls","Niagara","43.0962143","-79.0377388","Unknown","","Untreated","","","01/11/2014 11:30 PM","6:30","improve wet weather flow management","Niagara River","Weather Conditions; ","Rain; "
"2014/01/11 06:04 AM","ECSD No. 3 - Electric Avenue PS","Electric Avenue PS (South of Rt. 179; West of Electric Ave)","Hamburg","Erie","42.7462445","-78.8306748","Unknown","","Untreated","","","Expected ending date of discharge not reported","","na","Rush Creek","Weather Conditions; ","snow melt and rain; "
"2014/01/11 08:15 AM","Mount Vernon Sewer District (Town of Hamburg)","4889 Cloverbank","Hamburg","Erie","42.745984","-78.8746896","Unknown","","Untreated","","","Expected ending date of discharge not reported","","na","Lake Erie","Weather Conditions; ","rain and snow melt; "
"2014/01/11 08:15 AM","Town of Cheektowaga","48 Roycroft Boulevard","Cheektowaga","Erie","42.93822369999999","-78.7798713","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/01/11 08:20 AM","Town of Cheektowaga","2375 Clinton St","West Seneca","Erie","42.870343","-78.78859","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continuously monitor flows during wet weather bypa","Buffalo River","Weather Conditions; ","Heavy Rain; "
"2014/01/11 09:00 AM","West Seneca Engineering Department","3331 Seneca St.","West Seneca","Erie","42.8320821","-78.77510839999999","Unknown","","Untreated","","01/12/2014 08:00 AM","","23:00","We do not contain but screen","Cazenovia  Creek","Weather Conditions; ","rain; "
"2014/01/11 09:05 AM","Town of Cheektowaga","Winston Avenue near Beach Road","Cheektowaga","Erie","42.9373069","-78.7618212","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/01/11 09:10 AM","Town of Cheektowaga","171 Central Blvd","Cheektowaga","Erie","42.917402","-78.775273","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continuously monitor flows during wet weather bypa","Scajaquada Creek","Weather Conditions; ","Heavy Rain; "
"2014/01/11 09:20 AM","Town of Cheektowaga","Burke Drive at Century Road","Cheektowaga","Erie","42.9459409","-78.7968247","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek/Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/01/11 09:24 AM","Town of Cheektowaga","Kensington Avenue and Century Road","Cheektowaga","Erie","42.9450628","-78.7961729","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek/Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/01/11 09:30 AM","Town of Cheektowaga","2730 Harlem Road","Cheektowaga","Erie","42.91847509999999","-78.7842902","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/01/11 09:30 AM","Town of Cheektowaga","Eggert Road near Cedar Road","Cheektowaga","Erie","42.936948","-78.798901","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek/Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/01/11 09:30 AM","Village of Lancaster Dept of Public Works","Colonial Ave- Village Municipal Bldg; Pardee- Como Park; Holland Ave- Lancaster Town Hall","Lancaster","Erie","42.9006144","-78.6703062","Unknown","","Untreated","","","01/12/2014 09:00 AM","23:30","Sanitary empties directly into the storm.  No step","Holland Ave-discharges into Plum Bottom Creek; Pardee Ave. discharges into Cayuga Creek; Colonial Ave. discharges into Cayuga Creek","Insufficient System Capacity; ",""
"2014/01/11 09:30 AM","West Seneca Engineering Department","42 Elmsford","West Seneca","Erie","42.8214385","-78.7754786","Unknown","","Untreated","","01/12/2014 03:00 AM","","17:30","We do not contain but screen","Cazenovia  Creek","Weather Conditions; ","rain; "
"2014/01/11 09:35 AM","ECSD No. 3","3859 Big Tree at Robin Lane","Hamburg","Erie","42.7717389","-78.839614","Unknown","","Untreated","","","Expected ending date of discharge not reported","","na","Rush Creek","Weather Conditions; ","rain and snow melt; "
"2014/01/11 09:38 AM","ECSD No. 3 - Blasdell","51 Labelle Ave","Hamburg","Erie","42.7974732","-78.82989999999999","Unknown","","Untreated","","","Expected ending date of discharge not reported","","na","Blasdell Creek","Weather Conditions; ","rain and snow melt; "
"2014/01/11 09:47 AM","Town of Cheektowaga","Union Road and Ellen Drive","Cheektowaga","Erie","42.9486603","-78.7544058","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Ellicott Creek/Class B","Weather Conditions; ","Rain/Snow melt; "
"2014/01/11 09:52 AM","Town of Cheektowaga","Allendale Road at Southgate Road","Cheektowaga","Erie","42.941004","-78.7976149","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek/Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/01/11 10:00 AM","ECSD No. 3","5025 Richmond Ave","Hamburg","Erie","42.7833929","-78.796584","Unknown","","Untreated","","","Expected ending date of discharge not reported","","n/a","Drainage ditch to Smokes Creek","Weather Conditions; ","snow melt and rain; "
"2014/01/11 10:00 AM","Town of Cheektowaga","Vern Lane and Joanne Drive","Cheektowaga","Erie","42.8876319","-78.7643856","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Cayuga Creek/Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/01/11 10:05 AM","ECSD No. 3","Ontario Ave & Park Ave. MH #CEC9D","Hamburg","Erie","42.7158927","-78.82947679999999","Unknown","","Untreated","","01/11/2014 08:00 PM","","9:55","Set up Pump.","Foster Brook","Other; ","Heavy Rainfall, Snow melt. Overlooked due amount of SPRTK Notices being sent out during this weather event.; "
"2014/01/11 10:15 AM","ECSD No. 3","4940 Rogers Rd at Bender","Hamburg","Erie","42.753056","-78.87849","Unknown","","Untreated","","","Expected ending date of discharge not reported","","na","Berricks creek","Weather Conditions; ","rain and snow melt; "
"2014/01/11 10:15 AM","Big Sister Creek WWTP","6840 Sweetland Road","Evans","Erie","42.7001827","-79.0045693","Unknown","","Untreated","","","Expected ending date of discharge not reported","","maximizing flow through treatment plant","Pike Creek","Weather Conditions; ","heavy rain over snowmelt; "
"2014/01/11 10:19 AM","Town of Tonawanda Wastewater Facility","Ellicott Creek At Greenfield","Tonawanda","Erie","43.0117147","-78.84935999999999","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Not Applicable","Ellicott Creek","Weather Conditions; ","Rainfall; "
"2014/01/11 10:19 AM","Town of Tonawanda Wastewater Facility","Ellicott Creek At Woodstock Ave.","Tonawanda","Erie","43.0154467","-78.8349899","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Not Applicable","Ellicott Creek","Weather Conditions; ","Rainfall; "
"2014/01/11 10:20 AM","Town of Tonawanda Wastewater Facility","Sheridan Park Golf Course","Tonawanda","Erie","43.0203347","-78.880315","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Not Applicable","Two Mile Creek","Weather Conditions; ","Rainfall; "
"2014/01/11 10:30 AM","Town of Cheektowaga","RT. 33 Expressway at Beach Road","Cheektowaga","Erie","42.9373069","-78.7618212","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/01/11 10:50 AM","ECSD No. 3","3690 Lakeshore Rd.","Hamburg","Erie","42.785645","-78.85070899999999","Unknown","","Untreated","","","Expected ending date of discharge not reported","","n/a","Lake Erie","Weather Conditions; ","rain and snow melt; "
"2014/01/11 11:05 AM","ECSD No. 3 - Blasdell","23 Avon at Kent","Hamburg","Erie","42.793692","-78.825036","Unknown","","Untreated","","","Expected ending date of discharge not reported","","n/a","Blasdell Creek via Storm Drain","Weather Conditions; ","rain and snow melt; "
"2014/01/11 12:01 PM","Town of Amherst Waste Water Treatment Plant, Plt. 16","North Drive,Capen Blvd. (Rare/ Kings Highway)","Eggertsville","Erie","42.963391","-78.80392259999999","Unknown","","Untreated","","","Expected ending date of discharge not reported","","SSO pumped to storm manhole","Ellicott Creek, and unknown","Weather Conditions; ","rain, ice and snow melt, wet weather event; "
"2014/01/11 12:10 PM","Town of Grand Island Wastewater Treatment Plant","1487 East River Road","Grand Island","Erie","42.9991883","-78.9406096","Unknown","","Untreated","","","Expected ending date of discharge not reported","","institute I/I engineering study to eliminate SSO","Niagara River","Insufficient System Capacity; Weather Conditions; ","precipitation and snow melt; "
"2014/01/11 12:30 PM","Glens Falls (C) WWTP","NY0029050 submarine outfall","Glens Falls","Warren","43.3095164","-73.6440058","Unknown","","Untreated","","","Expected ending date of discharge not reported","","WWTP is receiving flow above minimum flow for bypa","Hudson River","Other; ","Permitted per NY0029050; "
"2014/01/11 12:30 PM","City of Little Falls WWTP","South Ann St. Bridge","Little Falls","Herkimer","43.0434039","-74.8595957","Actual","1692628","Untreated","","01/11/2014 04:00 PM","","3:30","Accept Maximum Flow at WWTP","Mohawk River","Weather Conditions; ","Heavy Rain, Melted Snow, Run off; "
"2014/01/12 02:00 PM","NYCDEP","Shore Dr. S/O Pennyfield Ave.","Throgs Neck","Bronx","40.8161493","-73.80879709999999","Unknown","","Untreated","","01/12/2014 03:10 PM","","1:10","Contractor, Entech Corp., in area working on sewer","East River","Other; ","Contractor working in area.; "
"2014/01/13 02:30 PM","Town of Cheektowaga","2375 Clinton St","West Seneca","Erie","42.870343","-78.78859","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continuously monitor flows during wet weather bypa","Buffalo River","Weather Conditions; ","Heavy Rain; "
"2014/01/13 04:12 PM","Town of Cheektowaga","48 Roycroft Boulevard","Cheektowaga","Erie","42.93822369999999","-78.7798713","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/01/13 05:26 PM","ECSD No. 3 - Electric Avenue PS","Electric Avenue PS (South of Rt. 179; West of Electric Ave)","Hamburg","Erie","42.7462445","-78.8306748","Unknown","","Untreated","","","Expected ending date of discharge not reported","","N/A","Rush Creek","Weather Conditions; ","Heavy Localized Rainfall; "
"2014/01/13 06:25 PM","ECSD No. 3","3859 Big Tree at Robin Lane","Hamburg","Erie","42.7717389","-78.839614","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Set up Pump","Rush Creek","Weather Conditions; ","Heavy Localized Rainfall, Snow Melt; "
"2014/01/13 07:20 PM","Mount Vernon Sewer District (Town of Hamburg)","4889 Cloverbank","Hamburg","Erie","42.745984","-78.8746896","Unknown","","Untreated","","","Expected ending date of discharge not reported","","N/A","Lake Erie","Weather Conditions; ","Heavy Rainfall, Snow Melt; "
"2014/01/13 07:30 PM","West Seneca Engineering Department","3331 Seneca Street (West Senior HS)","West Seneca","Erie","42.8328784","-78.7726674","Unknown","","Untreated","","01/15/2014 02:00 AM","","30:30","We do not contain but screen","Cazenovia Creek","Weather Conditions; ","rain; "
"2014/01/13 08:05 PM","ECSD No. 3","5025 Richmond Avenue","Hamburg","Erie","42.7833929","-78.796584","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Setup Pump","Smokes Creek","Weather Conditions; ","Heavy Rainfall, Snow Melt; "
"2014/01/13 09:00 AM","Village of Depew","Transit/Lee","Depew","Erie","42.924868","-78.697093","Unknown","","Untreated","","01/13/2014 09:00 AM","","","pump station at SSO","Scajaquada Creek","Weather Conditions; ","rain plus excessive snowmelt; "
"2014/01/13 09:00 AM","Village of Depew","George Urban/Colgate","Depew","Erie","42.9039476","-78.6922515","Unknown","","Untreated","","01/13/2014 09:00 AM","","","pump station at SSO","Scajaquada Creek","Weather Conditions; ","rain plus excessive snowmelt; "
"2014/01/13 09:00 AM","Village of Depew","French/Krieger","Depew","Erie","42.9039476","-78.6922515","Unknown","","Untreated","","01/13/2014 09:00 AM","","","pump station at SSO","Scajaquada Creek","Weather Conditions; ","rain plus excessive snowmelt; "
"2014/01/13 10:47 PM","Town of Cheektowaga","RT. 33 Expressway at Beach Road","Cheektowaga","Erie","42.9373069","-78.7618212","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek Class C","Weather Conditions; ","Rain/Snow melt; "
"2014/01/13 10:55 PM","Town of Cheektowaga","Union Road and Ellen Drive","Cheektowaga","Erie","42.9486603","-78.7544058","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Ellicott Creek/Class B","Weather Conditions; ","Rain/Snow melt; "
"2014/01/13 11:11 PM","Town of Cheektowaga","Allendale Road at Southgate Road","Cheektowaga","Erie","42.941004","-78.7976149","Unknown","","Untreated","","","Expected ending date of discharge not reported","","Continue to monitor flows during wet weather bypas","Scajaquada Creek/Class C","Weather Conditions; ","Rain/Snow melt; "
